Age,Purchase_Amount,Year,Month,Day,Country_Australia,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_India,Country_Japan,Country_Mexico,Country_UK,Country_USA,Payment_Method_Cash on Delivery,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_PayPal,Payment_Method_UPI,Product_Category_Label
62,377.51,2025,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
40,996.81,2024,2,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
40,487.04,2023,4,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
24,773.78,2023,12,25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
45,267.32,2024,10,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8
36,161.1,2024,10,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
52,296.94,2023,10,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
39,9.02,2024,12,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
54,168.4,2024,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
58,315.51,2023,10,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
64,675.25,2023,6,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8
61,291.27,2023,12,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
45,594.74,2023,10,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
65,730.63,2023,12,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8
24,381.77,2023,3,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
61,714.33,2023,8,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
26,140.06,2023,6,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
50,517.98,2023,8,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27,686.13,2024,8,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
58,640.27,2024,7,21,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
67,827.13,2024,7,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
61,900.7,2024,4,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
43,241.97,2023,11,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52,34.21,2024,9,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
24,910.45,2025,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
41,652.83,2023,11,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7
42,647.2,2024,8,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
21,251.56,2024,3,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
31,504.26,2023,5,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
58,63.75,2024,10,27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
53,481.06,2024,10,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
54,163.44,2023,4,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8
54,624.01,2024,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
36,928.3,2023,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
36,74.93,2025,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
48,137.15,2024,6,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
29,668.52,2023,5,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
41,468.11,2024,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
25,758.25,2023,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
31,905.69,2024,1,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
41,362.12,2023,12,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
53,438.07,2023,9,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
59,634.87,2024,12,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
56,875.92,2024,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
51,966.07,2024,10,27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
24,664.93,2024,1,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
38,622.23,2023,11,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
27,618.18,2023,11,22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4
26,583.03,2023,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
45,342.57,2023,8,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
41,691.25,2024,3,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
65,682.37,2024,1,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4
46,805.45,2023,9,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
36,820.13,2023,4,23,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
28,372.29,2023,11,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
23,880.69,2024,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
21,677.64,2024,4,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
68,484.21,2024,8,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
70,278.51,2025,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
28,398.87,2024,7,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
48,626.27,2024,10,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5
53,417.75,2024,2,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7
47,999.61,2024,10,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4
39,175.35,2023,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8
56,815.02,2023,3,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
22,360.3,2023,10,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
69,10.49,2024,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
54,638.61,2023,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3
68,940.66,2024,2,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
38,654.58,2023,11,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8
38,75.37,2023,9,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7
44,287.06,2025,2,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
55,524.06,2024,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
23,941.79,2023,9,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
20,133.98,2024,12,26,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
26,505.75,2024,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
56,563.05,2024,4,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
27,550.15,2024,11,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
54,565.65,2023,12,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
18,900.92,2024,7,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
34,819.79,2023,4,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
52,6.59,2024,4,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38,446.52,2024,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6
32,425.12,2023,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
38,284.72,2024,3,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
47,721.74,2023,6,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
68,715.14,2023,8,31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7
23,302.42,2024,1,23,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
60,287.89,2024,6,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
51,869.16,2024,6,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
46,573.12,2023,9,24,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
29,674.56,2023,9,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
52,311.95,2024,8,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
61,337.68,2023,11,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
48,373.34,2023,11,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
34,463.37,2023,12,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
61,750.12,2024,10,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8
57,933.63,2024,11,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6
60,105.66,2024,12,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
19,565.7,2024,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
24,142.21,2023,9,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8
39,947.64,2024,9,27,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8
42,801.62,2023,6,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
52,79.97,2023,12,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
32,343.0,2025,2,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
41,657.21,2024,5,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
35,638.85,2025,2,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8
47,971.87,2023,8,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
23,47.6,2024,11,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
68,564.0,2023,10,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4
56,936.65,2023,5,26,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7
55,502.16,2023,10,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
67,295.35,2023,6,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
65,255.91,2024,7,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
26,854.26,2024,4,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
33,118.12,2024,7,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
49,831.31,2025,1,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
30,381.66,2023,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
30,600.57,2024,12,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8
52,874.8,2025,1,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6
59,129.52,2025,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,854.45,2024,6,29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6
66,298.86,2024,6,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8
34,853.31,2024,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
55,900.38,2024,3,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
47,106.92,2024,5,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
29,398.66,2023,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
49,622.53,2023,5,29,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
67,163.95,2024,12,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
40,112.08,2023,10,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7
45,32.19,2024,4,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
42,222.44,2024,9,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7
67,706.13,2023,7,31,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
19,45.86,2024,11,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8
21,977.34,2024,12,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5
58,19.9,2023,9,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8
55,193.43,2023,7,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
19,96.49,2023,11,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
56,351.9,2023,3,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
55,910.78,2023,8,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
64,446.95,2024,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7
69,589.17,2024,5,22,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7
47,396.91,2024,11,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
19,379.64,2024,3,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7
33,894.23,2025,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
62,855.12,2023,5,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
70,780.98,2024,7,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
18,765.38,2023,4,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
51,770.85,2023,5,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
69,618.45,2023,5,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
25,162.82,2024,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7
60,669.44,2024,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
55,218.63,2023,11,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
44,204.49,2024,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
50,10.49,2024,8,23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
29,576.13,2023,6,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
40,945.81,2023,8,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
20,617.96,2024,11,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
68,493.7,2024,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8
65,66.18,2024,7,28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
68,651.67,2024,6,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
19,540.13,2024,4,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7
61,786.93,2024,5,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
19,132.79,2024,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38,409.71,2024,8,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
22,385.24,2024,11,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
44,141.29,2024,9,23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7
31,245.34,2023,8,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8
47,191.82,2024,9,27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
61,690.65,2024,6,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21,102.91,2024,7,28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6
35,869.28,2024,7,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7
36,428.31,2024,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4
69,303.4,2023,7,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
55,381.46,2024,1,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
51,920.65,2024,5,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
27,976.2,2024,4,30,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
18,590.2,2025,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
46,939.75,2024,8,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
32,650.75,2025,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
69,413.78,2025,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8
62,828.24,2025,2,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3
52,587.9,2024,1,26,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
20,184.75,2023,12,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
37,926.22,2024,11,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7
68,725.53,2023,6,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
23,111.36,2023,7,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6
48,138.19,2024,3,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
22,642.96,2024,11,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6
49,491.41,2024,12,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
36,320.28,2023,7,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
31,649.5,2024,10,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
38,321.23,2023,3,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
62,391.0,2024,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
33,476.1,2023,6,28,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
39,345.47,2024,6,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
31,498.72,2023,5,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
18,208.84,2023,12,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
18,139.28,2024,3,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5
50,797.77,2023,4,25,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
57,786.14,2024,6,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
25,315.13,2024,7,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
58,780.09,2023,3,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
63,557.26,2023,12,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
59,565.19,2023,5,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7
54,973.64,2023,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6
19,618.68,2024,11,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6
64,376.32,2024,3,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
33,986.62,2024,11,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
21,848.05,2023,4,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
39,317.72,2023,7,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6
25,28.8,2024,11,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
66,691.28,2023,7,29,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6
68,782.24,2023,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
61,887.1,2024,10,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
33,35.84,2024,5,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6
65,738.16,2024,5,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31,196.66,2023,6,21,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7
29,226.55,2023,4,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
31,496.34,2024,4,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
32,864.24,2023,11,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
35,807.32,2023,11,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
46,848.9,2025,1,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
54,581.12,2024,6,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5
50,158.92,2024,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6
58,489.79,2023,3,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4
19,375.42,2024,10,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
48,854.38,2024,3,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
35,104.1,2024,11,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
51,937.83,2025,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
18,443.05,2023,11,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
25,73.76,2023,3,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
39,651.47,2024,2,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
50,114.84,2024,3,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
45,512.42,2023,11,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6
28,603.46,2024,10,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
26,930.64,2023,6,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
41,461.31,2023,4,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
59,500.72,2024,3,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7
31,249.53,2023,6,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
23,195.85,2024,2,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
62,884.57,2023,7,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7
18,222.32,2024,2,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5
53,572.68,2024,6,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
63,906.47,2023,8,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
35,913.35,2024,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8
46,157.15,2024,11,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7
27,623.14,2023,3,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
26,927.72,2023,11,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
22,442.13,2023,3,17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
42,74.44,2023,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6
40,580.2,2023,8,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
47,304.84,2023,9,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
27,627.62,2024,10,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
65,505.89,2023,8,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5
55,441.22,2023,5,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6
43,371.2,2023,3,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
32,184.83,2024,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
69,761.07,2024,9,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
70,230.74,2023,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
67,734.2,2023,3,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
20,118.15,2024,1,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5
61,926.18,2024,7,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
70,784.71,2024,10,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
37,787.1,2024,8,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
62,269.82,2023,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
34,575.04,2023,3,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8
46,781.03,2024,11,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
45,8.24,2023,3,26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
46,227.33,2023,3,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
37,873.09,2023,7,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6
40,5.94,2024,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
24,112.21,2023,10,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6
33,828.98,2023,11,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
36,804.97,2023,9,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
29,716.8,2024,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7
65,182.7,2023,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
51,869.39,2024,9,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
50,688.64,2024,9,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8
32,855.9,2023,12,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
35,451.73,2024,10,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,410.38,2025,3,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
37,573.82,2023,3,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
59,904.49,2023,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
57,933.54,2023,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
33,907.66,2023,8,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
69,442.36,2023,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
42,752.86,2024,9,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
25,123.49,2025,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6
23,906.77,2025,2,28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
54,345.52,2024,8,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
51,936.17,2024,12,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
52,22.5,2023,11,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
44,608.35,2024,11,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
